Marque,Model,Année,Code Postal,Carburant,Emission Co2,Transmission,nbPortes,nbPlace,Kilométrage,Prix
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2020,25,Essence,110-130,Manuelle,5,5,84 123 ,21 040 
SEAT LEON 4,IV 1.0 TSI 110 S&S URBAN,2022,35,Essence,110-130,Manuelle,5,5,27 972 ,17 260 
RENAULT CLIO 3,III (2) 1.2 TCE 100 EXPRESSION CLIM 5P,2012,27,Essence,110-130,Manuelle,5,5,4 641 ,30 510 
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 S&S GRAPHIC,2021,78,Essence,110-130,Manuelle,5,5,37 804 ,25 070 
FIAT PANDA 3,III 1.2 69 CITY CROSS,2018,2,Essence,110-130,Manuelle,5,5,52 600 ,14 290 
OPEL CORSA 6,VI 1.2 75 EDITION BUSINESS 5P,2019,60,Essence,110-130,Manuelle,5,5,745 ,29 990 
KIA STONIC,(2) 1.0 T-GDI 100 MHEV LAUNCH EDITION,2020,94,Essence,110-130,Manuelle,5,5,70 828 ,23 360 
HYUNDAI KONA,1.0 T-GDI 120 CREATIVE,2018,95,Essence,110-130,Manuelle,5,5,4 563 ,29 110 
NISSAN MICRA 4,IV 1.2 80 ACENTA,2012,95,Essence,110-130,Manuelle,5,5,15 006 ,20 280 
CITROEN C3 AIRCROSS,1.2 PURETECH 110 S&S SHINE,2019,95,Essence,110-130,Manuelle,5,5,5 320 ,29 970 
NISSAN MICRA 4,IV (2) 1.2 80 VISIA PACK,2014,31,Essence,110-130,Manuelle,5,5,14 456 ,24 740 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S C-SERIES,2020,25,Essence,110-130,Manuelle,5,5,11 374 ,40 290 
FORD PUMA 2,II 1.0 ECOBOOST 125 MHEV S&S TITANIUM X BVM6,2020,76,Essence,110-130,Manuelle,5,5,56 586 ,22 940 
TOYOTA YARIS 4,IV 1.0 70 VVT-I DESIGN,2020,91,Essence,110-130,Manuelle,5,5,6 466 ,19 030 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S CROSSWAY,2016,93,Essence,110-130,Manuelle,5,5,40 606 ,23 580 
CITROEN C3 AIRCROSS,1.2 PURETECH 130 S&S SHINE BV6,2018,93,Essence,110-130,Manuelle,5,5,7 560 ,18 340 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE PACK,2022,76,Essence,110-130,Manuelle,5,5,15 751 ,33 810 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE E6,2020,12,Essence,110-130,Manuelle,5,5,50 752 ,34 770 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2022,40,Essence,110-130,Manuelle,5,5,30 846 ,27 480 
SEAT IBIZA 5,V 1.0 TSI 110 FR,2022,6,Essence,110-130,Manuelle,5,5,27 406 ,23 150 
RENAULT CLIO 5,V 1.0 TCE 90 INITIALE PARIS,2020,83,Essence,110-130,Manuelle,5,5,47 505 ,24 180 
VOLKSWAGEN POLO 6,VI (2) 1.0 TSI 95 LIFE,2023,62,Essence,110-130,Manuelle,5,5,19 188 ,24 780 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 UNITED,2022,59,Essence,110-130,Manuelle,5,5,85 729 ,29 390 
SEAT IBIZA 5,V 1.0 ECOTSI 95 STYLE,2021,6,Essence,110-130,Manuelle,5,5,133 405 ,17 230 
VOLKSWAGEN T-ROC,1.0 TSI 115 LOUNGE BUSINESS,2017,17,Essence,110-130,Manuelle,5,5,81 162 ,16 640 
RENAULT CLIO 4,IV (2) 0.9 TCE 90 ENERGY INTENS,2019,31,Essence,110-130,Manuelle,5,5,19 842 ,22 760 
FIAT PANDA 3,III 1.2 S/S 69 LOUNGE,2018,14,Essence,110-130,Manuelle,5,5,12 ,28 880 
HYUNDAI I10 (2E GENERATION),II (2) 1.0 66 INTUITIVE,2020,93,Essence,110-130,Manuelle,5,5,12 177 ,31 370 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,2021,29,Essence,110-130,Manuelle,5,5,108 440 ,16 460 
KIA STONIC,(2) 1.0 T-GDI 120 MHEV GT LINE,2020,17,Essence,110-130,Manuelle,5,5,19 912 ,20 350 
RENAULT CLIO 5,V 1.0 SCE 65 SL TEAM RUGBY,2021,33,Essence,110-130,Manuelle,5,5,30 027 ,29 780 
SEAT ARONA,1.0 ECOTSI 110 S&S FR BV6,2020,59,Essence,110-130,Manuelle,5,5,137 800 ,12 180 
AUDI A1 (2E GENERATION) SPORTBACK,II 1.0 TFSI 95 DESIGN,2021,34,Essence,110-130,Manuelle,5,5,43 737 ,26 430 
RENAULT CLIO 5,V 1.0 TCE 90 INTENS,2022,29,Essence,110-130,Manuelle,5,5,94 063 ,17 280 
CITROEN C3 AIRCROSS,1.2 PURETECH 82 SHINE,2020,31,Essence,110-130,Manuelle,5,5,8 788 ,27 620 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2021,70,Essence,110-130,Manuelle,5,5,55 364 ,25 330 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE BUSINESS E6,2017,14,Essence,110-130,Manuelle,5,5,52 715 ,17 960 
SUZUKI SX4 S-CROSS,(2) 1.0 BOOSTERJET PRIVILEGE,2018,93,Essence,110-130,Manuelle,5,5,5 543 ,16 360 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE E6,2020,74,Essence,110-130,Manuelle,5,5,123 628 ,15 240 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 UNITED,2020,95,Essence,110-130,Manuelle,5,5,108 296 ,22 990 
CITROEN C4 SPACETOURER,1.2 PURETECH 130 S&S FEEL BV6,2018,77,Essence,110-130,Manuelle,5,5,50 066 ,24 050 
FORD FOCUS 4,IV 1.0 ECOBOOST 125 S&S TITANIUM 5P,2019,91,Essence,110-130,Manuelle,5,5,67 384 ,17 880 
PEUGEOT 308 (2E GENERATION),II (2) 1.2 PURETECH 110 S&S ACTIVE,2019,93,Essence,110-130,Manuelle,5,5,38 778 ,16 030 
RENAULT CAPTUR,(2) 0.9 TCE 90 ENERGY INTENS,2020,77,Essence,110-130,Manuelle,5,5,52 621 ,10 860 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S C-SERIES,2021,78,Essence,110-130,Manuelle,5,5,4 ,26 790 
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 68 FEEL,2019,72,Essence,110-130,Manuelle,5,5,22 320 ,19 200 
VOLKSWAGEN T-CROSS,1.0 TSI 95 ACTIVE,2022,59,Essence,110-130,Manuelle,5,5,109 ,26 350 
FIAT TIPO 2 CROSS,II CROSS 1.0 FIREFLY TURBO 100 S/S PLUS,2022,98,Essence,110-130,Manuelle,5,5,17 454 ,16 480 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 95 S/S URBAN,2023,59,Essence,110-130,Manuelle,5,5,11 ,27 680 
CITROEN C3 AIRCROSS,1.2 PURETECH 82 FEEL,2019,93,Essence,110-130,Manuelle,5,5,12 778 ,18 280 
VOLKSWAGEN T-ROC,1.0 TSI 115 IQ.DRIVE,2018,6,Essence,110-130,Manuelle,5,5,145 346 ,17 740 
AUDI Q2,35 TFSI 150 COD DESIGN,2018,31,Essence,110-130,Manuelle,5,5,178 386 ,16 780 
HYUNDAI I20 (2E GENERATION),II 1.2 84 INTUITIVE,2017,93,Essence,110-130,Manuelle,5,5,73 325 ,22 330 
SEAT ARONA,1.0 ECOTSI 95 S/S URBAN,2022,54,Essence,110-130,Manuelle,5,5,55 221 ,28 730 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2020,13,Essence,110-130,Manuelle,5,5,62 720 ,34 700 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2021,25,Essence,110-130,Manuelle,5,5,32 089 ,19 240 
DACIA DUSTER 2,II 1.0 TCE 100 CONFORT 4X2 2019,2019,59,Essence,110-130,Manuelle,5,5,9 935 ,27 730 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 UNITED,2022,44,Essence,110-130,Manuelle,5,5,11 189 ,24 630 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2019,70,Essence,110-130,Manuelle,5,5,23 032 ,19 190 
FORD FIESTA 6,VI 1.1 85 5CV TREND 5P,2019,30,Essence,110-130,Manuelle,5,5,17 568 ,30 130 
MINI MINI 3 5P,III ONE 102 EDITION BLACKFRIARS 5P,2019,78,Essence,110-130,Manuelle,5,5,118 930 ,18 890 
DS DS 4,(2) 1.2 PURETECH 130 S&S BE CHIC BV6,2018,93,Essence,110-130,Manuelle,5,5,82 806 ,28 740 
RENAULT MEGANE 4,IV 1.3 TCE 140 FAP INTENS,2018,93,Essence,110-130,Manuelle,5,5,25 699 ,20 720 
NISSAN QASHQAI 2,II 1.2 DIG-T 115 N-CONNECTA,2015,82,Essence,110-130,Manuelle,5,5,108 174 ,12 080 
HYUNDAI KONA,1.0 T-GDI 120 CREATIVE,2018,31,Essence,110-130,Manuelle,5,5,29 449 ,21 260 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S C-SERIES,2021,10,Essence,110-130,Manuelle,5,5,34 344 ,24 990 
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 100 S&S 5CV ALLURE,2020,42,Essence,110-130,Manuelle,5,5,3 899 ,28 230 
VOLKSWAGEN GOLF 8,VIII 1.5 TSI ACT 130 OPF LIFE 1ST BV6,2021,44,Essence,110-130,Manuelle,5,5,61 362 ,18 820 
TOYOTA YARIS 4,IV 70 VVT-I FRANCE,2022,91,Essence,110-130,Manuelle,5,5,24 435 ,22 030 
VOLKSWAGEN POLO 6,VI 1.0 TSI 110 R-LINE,2020,95,Essence,110-130,Manuelle,5,5,34 778 ,20 980 
TOYOTA YARIS 4,IV 120 VVT-I FRANCE BUSINESS,2022,60,Essence,110-130,Manuelle,5,5,226 800 ,19 080 
FORD FOCUS 4,IV 1.0 ECOBOOST 125 S&S ST LINE,2019,95,Essence,110-130,Manuelle,5,5,11 948 ,18 590 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2022,71,Essence,110-130,Manuelle,5,5,14 696 ,18 880 
RENAULT CAPTUR,(2) 1.3 TCE 130 FAP INTENS,2018,70,Essence,110-130,Manuelle,5,5,108 331 ,14 140 
SKODA KAMIQ,1.0 TSI 110 AMBITION BV6,2020,59,Essence,110-130,Manuelle,5,5,61 701 ,26 430 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 UNITED,2022,75,Essence,110-130,Manuelle,5,5,51 846 ,19 060 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 CROSSWAY,2017,93,Essence,110-130,Manuelle,5,5,59 922 ,27 800 
TOYOTA YARIS 4,IV 120 VVT-I DYNAMIC,2022,45,Essence,110-130,Manuelle,5,5,12 257 ,21 400 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 95 S/S URBAN,2021,75,Essence,110-130,Manuelle,5,5,138 030 ,16 360 
VOLKSWAGEN GOLF 8,VIII 1.5 TSI ACT 130 OPF LIFE BV6,2020,57,Essence,110-130,Manuelle,5,5,59 765 ,18 240 
PEUGEOT 308 (2E GENERATION),II (2) 1.2 PURETECH 110 S&S ALLURE PACK,2020,94,Essence,110-130,Manuelle,5,5,201 600 ,8 940 
TOYOTA AURIS 2 TOURING SPORTS,II (2) TOURING SPORTS 1.2T DESIGN,2019,45,Essence,110-130,Manuelle,5,5,8 800 ,33 530 
VOLKSWAGEN POLO 6,VI 1.0 80,2022,54,Essence,110-130,Manuelle,5,5,21 049 ,24 750 
SKODA FABIA 4,IV 1.0 MPI 80 AMBITION,2020,59,Essence,110-130,Manuelle,5,5,22 539 ,36 420 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 95 S/S URBAN,2022,35,Essence,110-130,Manuelle,5,5,7 355 ,21 040 
SEAT ARONA,(2) 1.0 ECOTSI 95 S/S URBAN,2022,54,Essence,110-130,Manuelle,5,5,56 676 ,19 960 
FORD ECOSPORT,(2) 1.0 ECOBOOST 125 TITANIUM BUSINESS,2020,60,Essence,110-130,Manuelle,5,5,9 095 ,22 450 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2022,47,Essence,110-130,Manuelle,5,5,72 611 ,16 960 
OPEL CORSA 5,V 1.4 TURBO 100 EXCITE 5P,2019,50,Essence,110-130,Manuelle,5,5,7 047 ,19 140 
TOYOTA YARIS 4,IV 1.0 70 VVT-I DESIGN,2020,78,Essence,110-130,Manuelle,5,5,43 285 ,17 790 
OPEL CORSA 5,V 1.4 TURBO 100 DESIGN 120 ANS 5P,2019,91,Essence,110-130,Manuelle,5,5,74 005 ,29 360 
SEAT IBIZA 4,IV (2) 1.2 12V 70 I-TECH,2014,1,Essence,110-130,Manuelle,5,5,12 783 ,22 400 
TOYOTA YARIS 4,IV 70 VVT-I DESIGN,2020,45,Essence,110-130,Manuelle,5,5,7 053 ,35 940 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH S&S 130 ACTIVE,2019,21,Essence,110-130,Manuelle,5,5,114 480 ,18 570 
PEUGEOT 2008 (2E GENERATION),II 1.2 2008 PURETECH 100 S&S BVM6 ALLURE BUSINESS,2020,60,Essence,110-130,Manuelle,5,5,48 094 ,21 230 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 95 S/S URBAN,2022,16,Essence,110-130,Manuelle,5,5,18 963 ,20 760 
OPEL ASTRA 5,V (2) 1.2 TURBO 130 7CV EDITION BUSINESS,2023,91,Essence,110-130,Manuelle,5,5,25 082 ,34 320 
RENAULT CLIO 5,V 1.3 TCE 140 RS LINE 21N,2023,79,Essence,110-130,Manuelle,5,5,69 962 ,15 110 
SKODA FABIA 3,III (2) 1.0 TSI 95 MONTE CARLO,2020,6,Essence,110-130,Manuelle,5,5,21 840 ,25 060 
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S FEEL BV6,2020,2,Essence,110-130,Manuelle,5,5,34 098 ,26 760 
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 1.4 TFSI COD 150 S LINE,2015,59,Essence,110-130,Manuelle,5,5,39 012 ,25 400 
FORD PUMA 2,II 1.0 ECOBOOST 125 MHEV S&S TITANIUM X BVM6,2021,81,Essence,110-130,Manuelle,5,5,24 096 ,22 560 
SUZUKI VITARA 4,IV 1.6 VVT 120 PRIVILEGE ALLGRIP,2016,33,Essence,110-130,Manuelle,5,5,36 968 ,25 610 
TOYOTA YARIS 3,III 100 VVT-I DYNAMIC 5P,2014,13,Essence,110-130,Manuelle,5,5,13 ,26 980 
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I LOUNGE 5P,2016,93,Essence,110-130,Manuelle,5,5,40 697 ,22 120 
SKODA KAMIQ,1.0 TSI 95 BUSINESS,2021,59,Essence,110-130,Manuelle,5,5,18 321 ,22 020 
SEAT LEON 4,IV 1.0 TSI 110 S&S URBAN,2020,54,Essence,110-130,Manuelle,5,5,7 296 ,16 860 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S C-SERIES,2022,79,Essence,110-130,Manuelle,5,5,196 350 ,5 760 
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 30 TFSI 115,2018,93,Essence,110-130,Manuelle,5,5,10 456 ,22 980 
MINI MINI 3 CLUBMAN,III CLUBMAN 1.6 136 COOPER,2019,45,Essence,110-130,Manuelle,5,5,40 012 ,21 290 
NISSAN MICRA 4,IV 1.2 80 ACENTA,2011,33,Essence,110-130,Manuelle,5,5,109 ,22 550 
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.3 TCE 115 FAP BUSINESS,2018,44,Essence,110-130,Manuelle,5,5,5 781 ,36 750 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2021,31,Essence,110-130,Manuelle,5,5,4 542 ,22 970 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ACTIVE,2019,78,Essence,110-130,Manuelle,5,5,40 016 ,31 240 
RENAULT CLIO 4,IV (2) 0.9 TCE 90 ENERGY TREND,2018,38,Essence,110-130,Manuelle,5,5,5 450 ,28 320 
VOLKSWAGEN GOLF 7 SW,VII SW 1.4 TSI 125 BLUEMOTION TECHNOLOGY CONFORTLINE,2018,35,Essence,110-130,Manuelle,5,5,13 ,24 970 
RENAULT MEGANE 4,IV 1.3 TCE 140 FAP INTENS,2020,12,Essence,110-130,Manuelle,5,5,15 132 ,20 200 
TOYOTA YARIS 4,IV 120 VVT-I DYNAMIC BUSINESS,2022,93,Essence,110-130,Manuelle,5,5,13 841 ,22 110 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S C-SERIES,2020,21,Essence,110-130,Manuelle,5,5,106 409 ,33 520 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,2019,25,Essence,110-130,Manuelle,5,5,50 140 ,21 860 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2022,27,Essence,110-130,Manuelle,5,5,17 779 ,22 310 
PEUGEOT 308 (3E GENERATION),III 1.2 PURETECH 130 S&S ALLURE PACK,2020,71,Essence,110-130,Manuelle,5,5,6 099 ,31 280 
FIAT PANDA 3,III 1.2 8V 69 CULT BUSINESS,2011,91,Essence,110-130,Manuelle,5,5,36 979 ,18 300 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 ACTIVE,2020,14,Essence,110-130,Manuelle,5,5,41 900 ,18 890 
FORD FOCUS 4,IV 1.0 ECOBOOST 125 S&S ST LINE,2019,91,Essence,110-130,Manuelle,5,5,65 352 ,17 460 
SKODA FABIA 4,IV 1.0 MPI 80 ACTIVE,2022,13,Essence,110-130,Manuelle,5,5,102 809 ,20 210 
HONDA CIVIC 10,X 1.0 I-VTEC 7CV EXCLUSIVE 5P,2017,29,Essence,110-130,Manuelle,5,5,4 360 ,35 800 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE PACK,2020,13,Essence,110-130,Manuelle,5,5,106 ,26 740 
SEAT LEON 4,IV 1.0 TSI 110 S&S REFERENCE,2022,31,Essence,110-130,Manuelle,5,5,25 047 ,23 580 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2020,25,Essence,110-130,Manuelle,5,5,56 069 ,22 210 
AUDI A3 (4E GENERATION) SPORTBACK,IV SPORTBACK 30 TFSI 110 6CV S LINE,2020,54,Essence,110-130,Manuelle,5,5,26 982 ,21 270 
KIA PICANTO 3,III (2) 1.0 DPI 67 ISG ACTIVE,2021,77,Essence,110-130,Manuelle,5,5,16 091 ,23 730 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2019,70,Essence,110-130,Manuelle,5,5,30 980 ,14 780 
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE PACK,2020,30,Essence,110-130,Manuelle,5,5,74 235 ,21 220 
RENAULT KADJAR,1.2 TCE 130 ENERGY ZEN,2016,93,Essence,110-130,Manuelle,5,5,19 223 ,20 880 
VOLKSWAGEN GOLF 7,VII (2) 1.5 TSI EVO 130 BLUEMOTION TECHNOLOGY 7CV CONFORTLINE BV6 5P,2021,6,Essence,110-130,Manuelle,5,5,23 697 ,23 630 
OPEL MOKKA 2,II 1.2 TURBO 100 EDITION,2020,31,Essence,110-130,Manuelle,5,5,73 241 ,20 810 
SEAT LEON 3 ST,III (2) ST 1.2 TSI 110 S&S URBAN ADVANCED,2019,57,Essence,110-130,Manuelle,5,5,89 031 ,25 350 
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE PACK MY21,2022,42,Essence,110-130,Manuelle,5,5,32 861 ,36 670 
VOLKSWAGEN GOLF 7,VII (2) 1.5 TSI EVO 150 BLUEMOTION TECHNOLOGY CARAT BV6 5P,2017,95,Essence,110-130,Manuelle,5,5,28 749 ,15 740 
FORD FIESTA 6 ACTIVE,VI 1.0 ECOBOOST 95 ACTIVE,2019,74,Essence,110-130,Manuelle,5,5,222 135 ,13 450 
DS DS 3 CROSSBACK,1.2 PURETECH 100 PERFORMANCE LINE +,2022,93,Essence,110-130,Manuelle,5,5,23 002 ,23 970 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 75 S&S LIKE,2023,69,Essence,110-130,Manuelle,5,5,303 170 ,6 080 
CITROEN C4 PICASSO 2,II (2) 1.2 PURETECH 130 S&S LIVE BV6,2016,93,Essence,110-130,Manuelle,5,5,31 320 ,22 410 
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I LOUNGE 5P,2018,59,Essence,110-130,Manuelle,5,5,92 685 ,34 180 
HYUNDAI I20 (2E GENERATION),II (2) 1.2 75 INITIA,2020,31,Essence,110-130,Manuelle,5,5,12 ,25 850 
OPEL CORSA 5,V 1.4 90 DESIGN 120 ANS 5P,2020,17,Essence,110-130,Manuelle,5,5,64 027 ,22 370 
SEAT IBIZA 5,V (2) 1.0 ECOTSI 110 FR XCLUSIVE,2022,92,Essence,110-130,Manuelle,5,5,14 817 ,21 240 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2020,21,Essence,110-130,Manuelle,5,5,162 511 ,9 490 
NISSAN MICRA 5,V 1.0 IG-T 100 MADE IN FRANCE,2021,38,Essence,110-130,Manuelle,5,5,118 170 ,7 590 
AUDI Q2,1.0 TFSI 116 SPORT,2018,38,Essence,110-130,Manuelle,5,5,106 773 ,9 080 
CITROEN C4 CACTUS,(2) 1.2 PURETECH 110 S&S FEEL BUSINESS BV6,2021,62,Essence,110-130,Manuelle,5,5,70 625 ,32 480 
VOLKSWAGEN POLO 6,VI 1.0 TSI 95 ACTIVE,2020,95,Essence,110-130,Manuelle,5,5,51 986 ,16 320 
RENAULT CAPTUR,(2) 0.9 TCE 90 INTENS,2020,42,Essence,110-130,Manuelle,5,5,103 288 ,25 260 
RENAULT CAPTUR,(2) 1.3 TCE 130 FAP INTENS,2018,93,Essence,110-130,Manuelle,5,5,20 439 ,17 350 
VOLKSWAGEN T-CROSS,1.0 TSI 110 R-LINE,2020,54,Essence,110-130,Manuelle,5,5,50 858 ,22 390 
MINI MINI 3 5P,III 1.5 ONE 75 FINITION SALT II 5P,2018,31,Essence,110-130,Manuelle,5,5,38 628 ,20 970 
VOLKSWAGEN GOLF 8,VIII 1.5 TSI ACT 130 OPF LIFE BV6,2022,59,Essence,110-130,Manuelle,5,5,11 ,27 960 
SKODA FABIA 4,IV 1.0 TSI 95 AMBITION,2022,57,Essence,110-130,Manuelle,5,5,10 593 ,40 110 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2020,94,Essence,110-130,Manuelle,5,5,126 242 ,11 780 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2020,17,Essence,110-130,Manuelle,5,5,185 361 ,8 220 
RENAULT CLIO 5,V 1.0 TCE 90 INTENS,2022,78,Essence,110-130,Manuelle,5,5,7 200 ,39 480 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S SHINE PACK BV6,2020,78,Essence,110-130,Manuelle,5,5,17 295 ,23 160 
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116I M SPORT,2017,13,Essence,110-130,Manuelle,5,5,58 342 ,29 260 
AUDI Q3,(2) 1.4 TFSI COD ULTRA 150,2017,95,Essence,110-130,Manuelle,5,5,57 302 ,24 710 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE,2020,69,Essence,110-130,Manuelle,5,5,31 511 ,35 650 
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 82 S&S LIVE,2021,47,Essence,110-130,Manuelle,5,5,81 625 ,29 850 
PEUGEOT 2008 (2E GENERATION),II 1.2 PURETECH 100 S&S ACTIVE PACK,2022,17,Essence,110-130,Manuelle,5,5,178 068 ,12 070 
PEUGEOT 308 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S 7CV ALLURE EURO6,2019,34,Essence,110-130,Manuelle,5,5,4 249 ,21 940 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE,2018,17,Essence,110-130,Manuelle,5,5,46 584 ,28 490 
FORD FIESTA 6,VI 1.1 75 CONNECT BUSINESS NAV 5P,2021,84,Essence,110-130,Manuelle,5,5,3 086 ,23 720 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2020,68,Essence,110-130,Manuelle,5,5,153 877 ,11 320 
RENAULT CLIO 4,IV (2) 0.9 TCE 90 LIMITED,2018,69,Essence,110-130,Manuelle,5,5,171 808 ,7 820 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2020,95,Essence,110-130,Manuelle,5,5,144 126 ,17 820 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S SHINE PACK,2020,13,Essence,110-130,Manuelle,5,5,49 324 ,23 150 
AUDI Q2,(2) 30 TFSI 110,2022,14,Essence,110-130,Manuelle,5,5,26 220 ,36 460 
PEUGEOT 308 (2E GENERATION),II (2) 1.2 PURETECH 110 S&S STYLE,2019,62,Essence,110-130,Manuelle,5,5,23 281 ,25 200 
FORD FOCUS 4,IV 1.0 ECOBOOST 125 S&S ST LINE,2019,91,Essence,110-130,Manuelle,5,5,22 746 ,21 920 
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH S&S 130 ACTIVE,2019,77,Essence,110-130,Manuelle,5,5,194 809 ,7 310 
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE PACK,2020,31,Essence,110-130,Manuelle,5,5,79 207 ,21 640 
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.3 TCE 115 FAP BUSINESS,2018,30,Essence,110-130,Manuelle,5,5,33 660 ,19 500 
HYUNDAI I20 (2E GENERATION),II (2) 1.2 75 INITIA,2018,62,Essence,110-130,Manuelle,5,5,13 332 ,19 220 
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL PACK,2022,25,Essence,110-130,Manuelle,5,5,152 502 ,14 140 
RENAULT CLIO 5,V 1.0 TCE 100 INTENS,2019,93,Essence,110-130,Manuelle,5,5,16 344 ,32 550 
FIAT TIPO 2,II (2) 1.0 FIREFLY TURBO 100 S/S CROSS PACK,2022,69,Essence,110-130,Manuelle,5,5,83 267 ,16 480 
HYUNDAI I20 (3E GENERATION),III 1.0 T-GDI 100 HYBRID 48V CREATIVE,2022,10,Essence,110-130,Manuelle,5,5,117 084 ,19 310 
RENAULT CLIO 5,V 1.0 TCE 90 INTENS,2022,10,Essence,110-130,Manuelle,5,5,101 168 ,28 080 
RENAULT MEGANE 3 ESTATE,III (3) ESTATE 1.2 TCE 130 ENERGY BOSE EDITION,2016,27,Essence,110-130,Manuelle,5,5,5 165 ,28 260 
SUZUKI VITARA 4,IV (2) 1.4 BOOSTERJET HYBRID PRIVILEGE,2021,29,Essence,110-130,Manuelle,5,5,126 246 ,13 660 
RENAULT CLIO 5,V 1.0 TCE 90 INTENS,2020,29,Essence,110-130,Manuelle,5,5,2 360 ,24 720 
VOLKSWAGEN GOLF 7 SW,VII SW 1.4 TSI 125 BLUEMOTION TECHNOLOGY 7CV CARAT,2015,95,Essence,110-130,Manuelle,5,5,20 984 ,23 610 
